Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
J32,BIZCOCHUELO CHICO REDONDO ROSSI,"11,300.00",0.00,ROSSI,UNIDAD,
J33,BIZCOCHUELO CHICO RECTANGULAR ROSSI,"11,300.00",0.00,ROSSI,UNIDAD,
J34,BIZCOCHUELO MEDIANO REDONDO ROSSI,"16,800.00",0.00,ROSSI,UNIDAD,
J35,BIZCOCHUELO MEDIANO RECTANGULAR ROSSI,"16,800.00",0.00,ROSSI,UNIDAD,
J36,BIZCOCHUELO GRANDE RECTANGULAR ROSSI,"21,500.00",0.00,ROSSI,UNIDAD,
J3982,VELA FINITA C/BRILLO C/PORTAVELA X 6,"2,500.00",0.00,AICHINO HECTOR,UNIDAD,
J4,CAÑONCITOS ROSSI 50U,"7,300.00",-1.00,ROSSI,UNIDAD,
J5,MERENGUES ROSSI 250G,"3,400.00",-3.00,ROSSI,UNIDAD,
J6,MERENGUES ROSSI 100G,"1,500.00",-6.00,ROSSI,UNIDAD,
J7,MINI MERENGUES ROSSI 100G,"1,600.00",0.00,ROSSI,UNIDAD,
J8,MERENGUES LIVIAN 100G,"1,700.00",-58.00,,UNIDAD,
Q,BENGALA C/BRILLO PARA TORTA X 1U,"1,100.00",-6.00,,UNIDAD,
Q1,BENGALA HOLOGRAFICA P/TORTA X 1U,600.00,-493.00,,UNIDAD,
V1,NUMERO GOMA EVA C/MECHA X 1U (CLAUDIO),700.00,-2.00,CREACIONES CLAUDIO,UNIDAD,
V3,VELA NUMERO TELGOP MED X 1U (LILI),700.00,-1.00,LILI,UNIDAD,
V4,VELA NUMERO TELGOP GRANDE X 1U (LILI),900.00,0.00,LILI,UNIDAD,
V5,VELA NUMERO TELGOP GDE C/BRILLO X 1 (KARI),600.00,-2.00,KARI MAQUETAS,UNIDAD,
V6,VELA NUMERO TELGOP CHICO CON PALITO LARGO X 1 (KARI),550.00,-7.00,KARI MAQUETAS,UNIDAD,
V8,VELA NUMERO TELGOP LUNARES X 1U (RICKY),600.00,0.00,RICKY,UNIDAD,
VB180,VASO 180CC BLANCO X 100U,"5,300.00",-3.30,VASA,UNIDAD,
VC180,VASO 180CC COLOR X 100 U,"5,900.00",0.00,VASA,UNIDAD,
VN330,VASO 330CC NATURAL X 100 U,"7,000.00",-0.30,VASA,UNIDAD,
WO105,BANDEJA 105 MICRO WORK X 100U,"15,800.00",-0.30,VASA,UNIDAD,
WO105/10,BANDEJA 105 MICRO WORK X 10 U,"2,000.00",-3.00,VASA,UNIDAD,
WO105/50,BANDEJA 105 MICRO WORK X 50 U,"8,500.00",0.00,VASA,UNIDAD,70
WO107,BANDEJA 107 MICRO WORK X 100 U,"29,500.00",-0.40,VASA,UNIDAD,
WO107/1,BANDEJA 107 MICRO WORK X 1 U,450.00,-40.00,VASA,UNIDAD,
WO107/10,BANDEJA 107 MICRO WORK X 10 U,"3,800.00",-4.00,VASA,UNIDAD,
WO107/50,BANDEJA 107 MICRO WORK X 50 U,"15,900.00",0.00,VASA,UNIDAD,
Z10,GOMITAS LA PÑATA HUESOS 700G,0.00,0.00,CHIALVO S R L,UNIDAD,
Z102,PALITO DE LA SELVA CAJA 480G,"7,900.00",0.00,CHIALVO S R L,UNIDAD,
Z103,PICO DULCE TARRO 48U LHERITIER,"9,000.00",0.00,CHIALVO S R L,UNIDAD,
Z104,BOMBON SURTIDO KIOSCO EN CASA ARCOR 246G,"9,800.00",0.00,ARCOR,UNIDAD,
Z105,DUCREAM BOMBON 400G SURTIDO,"6,500.00",-2.00,CHIALVO S R L,UNIDAD,
Z108,CHUPETIN OJO PAYSANDU 20U,"3,900.00",0.00,OTERO,UNIDAD,
Z109,CHUPETIN PELOTA DEPORTIVA PAYSANDU 20U,"4,000.00",0.00,OTERO,UNIDAD,
Z110,CHUPETIN VARITA MAGICA PAYSANDU 12U,"2,800.00",0.00,OTERO,UNIDAD,
Z111,CHUPETIN PALETA MEDIANA PAYSANDU 12U,"3,300.00",-3.00,OTERO,UNIDAD,
Z112,CHUPETIN CHUPALETA MICKEY PAYSANDU 14U,"2,500.00",-2.00,OTERO,UNIDAD,
Z113,CHUPETIN PALETA MARGARITA PAYSANDU 12U,"2,800.00",0.00,OTERO,UNIDAD,
Z114,CHUPETIN PIRULIN PAYSANDU 30U,"2,900.00",-6.00,OTERO,UNIDAD,
Z115,CHUPETIN PALETA CHICA PAYSANDU 25U,"3,300.00",0.00,OTERO,UNIDAD,
Z116,CHUPETIN CORAZONCITO 3D 14U,"2,400.00",0.00,OTERO,UNIDAD,
Z117,CHUPETIN PATITAS MARENGO 50U,"3,000.00",0.00,CHIALVO S R L,UNIDAD,
Z118,CHUPETIN PALETA PINITO CRISTAL PAYSANDU 20U,"3,000.00",-1.00,OTERO,UNIDAD,
Z121,CHUPETIN COSMOS MISKY 500G,"4,800.00",0.00,CHIALVO S R L,UNIDAD,
Z122,CHUPETIN POP S TROMPITO TWISTER ARCOR X50U,"7,900.00",-1.00,ARCOR,UNIDAD,
Z127,TURRON ARROZ S/TACC TIMON CRUZ 20U,"4,300.00",0.00,TIMON CRUZ,UNIDAD,
Z128,TURRON ARROZ S/TACC EL ROCIO 30U,"5,200.00",-5.00,EL ROCIO,UNIDAD,
Z130,TURRON MISKY CAJA 50U,"12,800.00",0.00,CHIALVO S R L,UNIDAD,
Z131,TURRON FULBITO CAJA 50U,"8,700.00",-1.00,CHIALVO S R L,UNIDAD,
Z134,TURRON ARCOR CAJA 50U,"16,000.00",0.00,ARCOR,UNIDAD,
Z135,TUTUCAS S/TACC TIMON CRUZ 20U,"3,000.00",-7.00,TIMON CRUZ,UNIDAD,
Z137,JUGUITO MINYO CAJA 30U,"10,000.00",0.00,CHIALVO S R L,UNIDAD,
Z175,GALLETITA VAINILLA MAURI 80G,700.00,-20.00,CHIALVO S R L,UNIDAD,
Z176,GALLETAS MINI OREO 50G,"1,100.00",-12.00,QUIPAR,UNIDAD,
Z177,GALLETAS CHOCOPAMELA 220G,"1,600.00",-54.00,CHIALVO S R L,UNIDAD,
Z179,GALLETAS CHOCOLINAS 250G,"2,900.00",-27.00,ARCOR,UNIDAD,
Z180,GALLETAS DALE 3U VAINILLA,"1,500.00",-1.00,CHIALVO S R L,UNIDAD,
Z181,DULCE DE LECHE MILKAUT 395G,"2,900.00",0.00,VENDOR,UNIDAD,
Z191,CARAMELO MIEL ARCOR 675G,"14,500.00",0.00,ARCOR,UNIDAD,
Z192,CHUPETIN PALETA CARIOCA 10U,"3,000.00",0.00,OTERO,UNIDAD,
Z20,GOMITAS MISKY ACIDOS 500G,"4,700.00",0.00,CHIALVO S R L,UNIDAD,
Z200,CHOCOLATE TOFI 15G,"1,000.00",0.00,CHIALVO S R L,UNIDAD,
Z203,CHOCOLATE FERRERO ROCHER CAJA,"9,700.00",0.00,CHIALVO S R L,UNIDAD,
Z204,CHOCOLATE FERRERO ROCHER X3,"3,800.00",-2.00,CHIALVO S R L,UNIDAD,
Z205,CONFITES SUGUS,"1,500.00",0.00,CHIALVO S R L,UNIDAD,
Z206,MONEDAS CHOCOLATE BONAFIDE,"7,500.00",-3.00,CHIALVO S R L,UNIDAD,
Z207,CHOCOLATE BLOCK 38G,"2,000.00",-1.00,ARCOR,UNIDAD,
Z208,CHOCOLATE BARRITA KINDER,"1,400.00",-5.00,CHIALVO S R L,UNIDAD,
Z209,CHOCOLATE MARROC BOCADITO,"1,000.00",0.00,,UNIDAD,
Z210,PASTILLAS BIYU CORAZONES,"1,400.00",0.00,,UNIDAD,
Z211,CHUPETIN PUSH POP,850.00,0.00,CHIALVO S R L,UNIDAD,
Z212,MONEDAS DE CHOCOLATE X1,600.00,0.00,CHIALVO S R L,UNIDAD,
Z217,BOCADITO CABSHA X1,550.00,0.00,CHIALVO S R L,UNIDAD,
Z218,CHOCOLATE DOS CORAZONES,"2,000.00",-7.00,CHIALVO S R L,UNIDAD,
Z22,GOMITAS BULL DOG MINI REGALIZ 500G,"5,000.00",0.00,CHIALVO S R L,UNIDAD,
Z220,MENTOS,900.00,0.00,CHIALVO S R L,UNIDAD,
Z223,LICORSITAS FEL FORT X1,"1,500.00",0.00,CHIALVO S R L,UNIDAD,
Z225,GOMITAS YUMMY 30G TERROR,500.00,0.00,CHIALVO S R L,UNIDAD,
Z226,BOTELLA WISKY LICOR X1,"2,200.00",0.00,CHIALVO S R L,UNIDAD,
Z228,CHOCOLATE PARAGUAS X1,"1,100.00",0.00,CHIALVO S R L,UNIDAD,
Z229,AUTITO BUMPER,"2,000.00",0.00,CHIALVO S R L,UNIDAD,
Z230,SPRING POP,650.00,0.00,CHIALVO S R L,UNIDAD,
Z232,CHUPETIN RING POP,500.00,0.00,CHIALVO S R L,UNIDAD,
Z24,GOMITAS GOMUTCHO ACIDOS 500G,"3,800.00",0.00,CHIALVO S R L,UNIDAD,
Z250,CHOCOLATE BLOCK MINI 16G,"1,000.00",-1.00,ARCOR,UNIDAD,
Z26,GELATINAS DELLI JELLY,"6,600.00",0.00,CHIALVO S R L,UNIDAD,
Z27,MIEL CHICA 50U,"3,500.00",-3.00,OTERO,UNIDAD,
Z31,MASTICABLE FANTASY BERBAU 250G,"1,700.00",0.00,CHIALVO S R L,UNIDAD,
Z33,MASTICABLE RICOMAS MISKY 280G,"2,000.00",0.00,CHIALVO S R L,UNIDAD,
Z34,MASTICABLE PICO DULCE CREMY 500G,"5,800.00",0.00,CHIALVO S R L,UNIDAD,
Z35,MASTICABLE LHERITIER ECONOMICO 300G,"2,200.00",-4.00,CHIALVO S R L,UNIDAD,
Z36,MASTICABLE ARCOR FRUTALES 800G,"8,900.00",-3.00,ARCOR,UNIDAD,
Z37,MASTICABLE BABY DOLL 500G LHERITHIER,"4,500.00",0.00,ARCOR,UNIDAD,
Z38,CARAMELOS RELLENOS FRUTALES ARCOR 810G,"14,500.00",0.00,ARCOR,UNIDAD,
Z41,MALVAVISCO GONGYS 28G,500.00,-24.00,CHIALVO S R L,UNIDAD,
Z42,GALLINITAS EL ROCIO X25U,"3,800.00",-7.00,EL ROCIO,UNIDAD,
Z43,MASTICABLE FRUTA PAYSANDU 275G,"1,700.00",0.00,OTERO,UNIDAD,
Z45,MASTICABLE YOGURT PAYSANDU 275G,"1,800.00",0.00,OTERO,UNIDAD,
Z46,MASTICABLE PAYSANDU DULCE DE LECHE 275G,"1,700.00",-3.00,OTERO,UNIDAD,
Z55,HELADITOS EL ROCIO 25U,"3,000.00",-7.00,EL ROCIO,UNIDAD,
Z56,CHUPETINES ENROLADO SANTA RITA TUTTU FRUTTI 650G,"11,500.00",0.00,CHIALVO S R L,UNIDAD,
Z57,CARAMELOS ALKA ACIDOS,"12,000.00",0.00,,UNIDAD,
Z58,PALITOS DE LA SELVA 660G,"12,100.00",-1.00,CHIALVO S R L,UNIDAD,
Z64,CHUPETIN ENROLADO TUTTI FRUTTI 300G,"8,000.00",0.00,CHIALVO S R L,UNIDAD,
Z76,CUBANITO CHOCOSTAR 40U,"5,100.00",0.00,OTERO,UNIDAD,
Z77,PASTILLITAS CLIX5 240G,"2,200.00",-3.00,CHIALVO S R L,UNIDAD,
Z78,TITA CAJA 36U TERRABUSI,"33,000.00",0.00,CHIALVO S R L,UNIDAD,
Z79,BON O BON CAJA 30U,"18,600.00",0.00,ARCOR,UNIDAD,
Z80,VAQUITA BON BON 30U,"7,900.00",0.00,CHIALVO S R L,UNIDAD,
Z90,RHODESIA CAJA 36U TERRABUSI,"36,500.00",0.00,QUIPAR,UNIDAD,
Z92,CHICLE BUBALOO CAJA 60U TUTTU FRUTTI,"5,100.00",0.00,CHIALVO S R L,UNIDAD,
10712,MASTICABLE LENGUA LOCA  - TUTTI FRUTTI,"7,600.00",-1.00,,UNIDAD,
10712,MASTICABLE LENGUA LOCA  - FRUTILLA,"7,600.00",-1.00,,UNIDAD,
10712,MASTICABLE LENGUA LOCA  - AMARILLO TUTTI FRUTTI,"7,600.00",0.00,,UNIDAD,
1077,CHUPETIN PELOTITAS LHERITIER 50U  - TRI CAMPEONES ARGENTINA,"3,200.00",-8.00,,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - ROSA Y BLANCO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - MULTICOLOR,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - CELESTE Y AZUL,"2,500.00",-6.00,COTILLON CASA ALBERTO,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - ROSA Y FUCSIA,"2,500.00",-6.00,COTILLON CASA ALBERTO,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - BLANCO-ROJO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1160,VELAS CHICAS RAYADAS C/PORTA VELA 6CM X 24U BLISTER PARTY STORE  - BLANCO,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1161,VELAS FINITAS 24U  - NEGRO,"2,500.00",-1.00,,UNIDAD,
1161,VELAS FINITAS 24U  AZUL BLANCO Y CELESTE,"2,500.00",0.00,,UNIDAD,
1161,VELAS FINITAS 24U  FUCSIA ROSA Y BLANCO,"2,500.00",0.00,,UNIDAD,
11610,VELA C/FORMITA  GLOBO PLATEADO,"1,000.00",0.00,,UNIDAD,
11610,VELA C/FORMITA  ESTRELLA PLATEADO,"1,000.00",0.00,,UNIDAD,
11611,VELAS PLASTICAS PELOTA DE FUTBOL 5U  5 PELOTAS,"3,500.00",0.00,,UNIDAD,
11611,VELAS PLASTICAS PELOTA DE FUTBOL 5U  2 BOTINES 3 PELOTAS,"3,500.00",0.00,,UNIDAD,
11613,VELAS DE FORMAS C/PORTAVELA  - DORADO,"2,000.00",0.00,,UNIDAD,
11614,VELAS DEGRADADAS C/PORTAVELA 6U  - VERDE,"1,500.00",0.00,,UNIDAD,
11616,VELAS ONDULADAS 6U  - AZUL,"2,500.00",0.00,,UNIDAD,
11616,VELAS ONDULADAS 6U  - PASTELES,"2,500.00",0.00,,UNIDAD,
1162,VELAS LARGAS METALIZADAS 8U  - DORADO,"3,900.00",-2.00,AICHINO HECTOR,UNIDAD,
1162,VELAS LARGAS METALIZADAS 8U  - PLATEADO,"3,900.00",-1.00,AICHINO HECTOR,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - BLANCAS,"4,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - CELESTE,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - ROSA,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - DORADO,"4,500.00",-4.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - NEGRO,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - AZUL,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - ROJO,"4,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1163,VELAS LARGAS C/GIBRE 17CM 12U PARTY STORE  - PLATEADO,"4,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  0 PLATEADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  8 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  7 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  5 DORADO,"1,300.00",-1.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  0 ROSA GOLD,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  6 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  4 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  3 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  1 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  0 DORADO,"1,300.00",0.00,,UNIDAD,
1166,VELAS ESTRELLITAS MAGICAS  2 DORADO,"1,300.00",0.00,,UNIDAD,
1168,VELAS LARGAS IMPRESAS 10U  - CELESTES,"3,000.00",-1.00,,UNIDAD,
1168,VELAS LARGAS IMPRESAS 10U  - ROSAS,"3,000.00",0.00,,UNIDAD,
1201,POSTER COMUNION  . PRIMERA COMUNION,"2,500.00",0.00,,UNIDAD,
1201,POSTER COMUNION  - COMUNION VITRAUX,"2,500.00",0.00,,UNIDAD,
1201,POSTER COMUNION  - MI PRIMERA CAPILLA CON ESPIGAS,"2,500.00",0.00,,UNIDAD,
12010,PLATOS IMPRESOS  - MI BAUTISMO,"1,200.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 MI COMUNION,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 CALIZ,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 RECUERDO CONFIRMACION,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 CRUZ COMUNION,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 COMUNION ROSA GOLD,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 COMUNION CELESTE,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 COMUNION BIBLIA,"1,000.00",0.00,,UNIDAD,
12018,ESTAMPAS DE COMUNION  X10 COMUNION PULSERA,"1,000.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - TALLERES,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - ARGENTINA FUTBOL,"2,700.00",-1.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - BELGRANO,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - STITCH,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - SONIC,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - PAW PATROL,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - PRINCESAS,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - MOANA,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - FROZEN,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - LA GRANJA DE ZENON,"2,700.00",0.00,,UNIDAD,
12020,POSTER INFANTIL OTERO X 1U  - SIRENITA,"2,700.00",0.00,,UNIDAD,
12021,POSTER INFANTIL GOLD MUNDO X 1U  - INTER DE MIAMI,"2,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - STITCH,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - ARGENTINA FUTBOL,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - BELGRANO,"5,100.00",-1.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - SONIC,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - PAW PATROL,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - MOANA,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - FROZEN,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - SIRENITA,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - MICKEY MOUSE,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - GRANJA DE ZENON,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  CAPIBARA CARPINCHO,"5,100.00",0.00,,UNIDAD,
12022,PIÑATAS CARTON OTERO  - PRINCESA,"5,100.00",0.00,,UNIDAD,
12023,PIÑATAS CARTON GOLD MUNDO  - UNICORNIO,"4,200.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 MOANA,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 FROZEN,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X10 PAWPATROL,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 PRINCESAS,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 ARGENTINA FUTBOL,"3,000.00",-2.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 STITCH,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 SONIC,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 BELGRANO,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 TALLERES,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 CARPINCHO CAPIBARA,"3,000.00",0.00,,UNIDAD,
12024,PLATOS INFANTILES OTERO  X8 MICKEY MOUSE,"3,000.00",0.00,,UNIDAD,
12025,PLATOS INFANTILES GOLD MUNDO  X8 CARPINCHO,"2,800.00",0.00,,UNIDAD,
12025,PLATOS INFANTILES GOLD MUNDO  X8 SAFARI,"2,800.00",0.00,,UNIDAD,
12025,PLATOS INFANTILES GOLD MUNDO  X1 MICKEY MOUSE,"2,800.00",0.00,,UNIDAD,
12026,SERVILLETERO INFANTIL OTERO  X15 LA SIRENITA,"1,800.00",0.00,,UNIDAD,
12026,SERVILLETERO INFANTIL OTERO  X15 GRANJA DE ZENON,"1,800.00",0.00,,UNIDAD,
12026,SERVILLETERO INFANTIL OTERO  X15 SPIDERMAN,"1,800.00",0.00,,UNIDAD,
12026,SERVILLETERO INFANTIL OTERO  X15 ARGENTINA EQUIPO,"1,800.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 FROZEN,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 LA SIRENITA,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 MOANA,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 PAW PATROL,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 BELGRANO,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 STITCH,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 LA GRANJA DE ZENON,"2,500.00",0.00,,UNIDAD,
12027,BOLSITAS SORPRESA OTERO X 10U  X10 ARGENTINA EQUIPO,"2,500.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 MOANA,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 PAW PATROL,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 LA SIRENITA,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 FROZEN,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 STITCH,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 ARGENTINA EQUIPO,"3,000.00",0.00,,UNIDAD,
12028,VASOS INFANTILES OTERO X 8U  X8 PRINCESAS,"3,000.00",0.00,,UNIDAD,
12029,SERVILLETAS GOLD MUNDO  X20 UNICORNIO,"2,000.00",0.00,,UNIDAD,
12029,SERVILLETAS GOLD MUNDO  X20 INTER DE MIAMI,"2,000.00",0.00,,UNIDAD,
12029,SERVILLETAS GOLD MUNDO  X12 FROZEN,"2,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 FROZEN,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 PRINCESAS,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 CARPINCHOS,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 STITCH,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 PAW PATROL,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 BELGRANO,"6,000.00",0.00,,UNIDAD,
12030,MANTELES INFANTILES OTERO X 1U  X1 ARGENTINA EQUIPO,"6,000.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 SONIC,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 PRINCESAS,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 LA GRANJA DE ZENON,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 PAW PATROL,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 FROZEN,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 MOANA,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 STITCH,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 SPIDERMAN,"1,200.00",0.00,,UNIDAD,
12031,INVITACIONES INFANTILES OTERO X 10U  X10 LA SIRENITA,"1,200.00",0.00,,UNIDAD,
12033,VASOS INFANTILES GOLD MUNDO  X10 UNICORNIO,"2,200.00",0.00,,UNIDAD,
12033,VASOS INFANTILES GOLD MUNDO  X10 INTER DE MIAMI,"2,200.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X8 MINNIE CLUB,"3,100.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X10 STITCH,"3,100.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X10 PRINCESAS,"3,100.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X10 TALLERES,"3,100.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X10 ARGENTINA EQUIPO,"3,100.00",0.00,,UNIDAD,
12034,ANTIFAZES INFANTILES OTERO  X8 MINNIE,"3,100.00",0.00,,UNIDAD,
12035,SERVILLETAS INFANTILES OTERO  X20 PRINCESAS,"3,000.00",0.00,,UNIDAD,
12035,SERVILLETAS INFANTILES OTERO  X20 PAW PATROL,"3,000.00",0.00,,UNIDAD,
12035,SERVILLETAS INFANTILES OTERO  X20 STITCH,"3,000.00",0.00,,UNIDAD,
12035,SERVILLETAS INFANTILES OTERO  X20 ARGENTINA EQUIPO,"3,000.00",-1.00,,UNIDAD,
